accession	organism_name	assembly_level	number_of_contigs	contig_n50	number_of_scaffolds	scaffold_n50	total_ungapped_length	gc_percent	coverage	annotation_name	annotation_date	checkm_completeness	checkm_contamination	genome_notes	derived_from_metagenome	annotation_fails_MAG_check	assembly_accession	_is_refseq	_is_complete
GCF_019924095.1	{'infraspecific_names': {'strain': 'PCC 7339'}, 'organism_name': 'Synechocystis sp. PCC 7339', 'tax_id': 2782213}	Complete Genome	3	3741266	3	3741266	3876863	47.5	50.0	GCF_019924095.1-RS_2024_08_18					0	0	GCF_019924095.1	True	True
GCF_000317065.1	{'infraspecific_names': {'strain': 'PCC 7367'}, 'organism_name': 'Thalassoporum mexicanum PCC 7367', 'tax_id': 82654}	Complete Genome	2	4557046	2	4557046	4885680	46.0	30.0	GCF_000317065.1-RS_2025_02_01					0	0	GCF_000317065.1	True	True
GCF_026802175.1	{'infraspecific_names': {'strain': 'A174'}, 'organism_name': 'Thermocoleostomius sinensis A174', 'tax_id': 2016057}	Complete Genome	1	5809202	1	5809202	5809202	48.5	239.0	GCF_026802175.1-RS_2025_11_20					0	0	GCF_026802175.1	True	True
GCF_032705245.1	{'infraspecific_names': {'strain': 'NK1-22'}, 'organism_name': 'Thermoleptolyngbya oregonensis NK1-22', 'tax_id': 2547457}	Complete Genome	1	5289693	1	5289693	5289693	56.5	783.0	GCF_032705245.1-RS_2025_03_19					0	0	GCF_032705245.1	True	True
GCF_013177315.1	{'infraspecific_names': {'strain': 'A183'}, 'organism_name': 'Thermoleptolyngbya sichuanensis A183', 'tax_id': 2737172}	Complete Genome	1	5525100	1	5525100	5525100	56.5	180.0	GCF_013177315.1-RS_2025_11_20					0	0	GCF_013177315.1	True	True
GCF_016919485.1	{'infraspecific_names': {'strain': 'PKUAC-SCTB121'}, 'organism_name': 'Thermoleptolyngbya sp. PKUAC-SCTB121', 'tax_id': 2811482}	Complete Genome	1	5490383	1	5490383	5490383	56.5	35.0	GCF_016919485.1-RS_2024_11_06					0	0	GCF_016919485.1	True	True
GCF_003990665.1	{'infraspecific_names': {'strain': 'NIES-2134'}, 'organism_name': 'Thermostichus vulcanus NIES-2134', 'tax_id': 2005468}	Complete Genome	1	2571271	1	2571271	2571271	54.0	218.0	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)					0	0	GCF_003990665.1	True	True
GCF_003555505.1	{'infraspecific_names': {'strain': 'E542'}, 'organism_name': 'Thermosynechococcus sichuanensis E542', 'tax_id': 2016101}	Complete Genome	1	2650294	1	2650294	2650294	53.5	400.0	GCF_003555505.1-RS_2025_08_03					0	0	GCF_003555505.1	True	True
GCF_025999095.1	{'infraspecific_names': {'isolate': 'KatS3mg067'}, 'organism_name': 'Thermosynechococcus sp.', 'tax_id': 2814275}	Complete Genome	1	2497893	1	2497893	2497893	54.0		GCF_025999095.1-RS_2024_11_06					0	0	GCF_025999095.1	True	True
GCF_030322965.1	{'infraspecific_names': {'strain': 'B0'}, 'organism_name': 'Thermosynechococcus sp. B0', 'tax_id': 2937284}	Complete Genome	1	2676747	1	2676747	2676747	53.5	417.0	GCF_030322965.1-RS_2024_11_06					0	0	GCF_030322965.1	True	True
GCF_030322985.1	{'infraspecific_names': {'strain': 'B1'}, 'organism_name': 'Thermosynechococcus sp. B1', 'tax_id': 2937792}	Complete Genome	1	2649060	1	2649060	2649060	53.5	401.0	GCF_030322985.1-RS_2024_11_06					0	0	GCF_030322985.1	True	True
GCF_030323045.1	{'infraspecific_names': {'strain': 'B3'}, 'organism_name': 'Thermosynechococcus sp. B3', 'tax_id': 2937793}	Complete Genome	1	2652703	1	2652703	2652703	53.5	460.0	GCF_030323045.1-RS_2024_11_06					0	0	GCF_030323045.1	True	True
GCF_008386235.1	{'infraspecific_names': {'strain': 'CL-1'}, 'organism_name': 'Thermosynechococcus sp. CL-1', 'tax_id': 2583530}	Complete Genome	1	2647823	1	2647823	2647823	53.5	415.0	GCF_008386235.1-RS_2024_11_06					0	0	GCF_008386235.1	True	True
GCF_031583395.1	{'infraspecific_names': {'strain': 'GLH187'}, 'organism_name': 'Thermosynechococcus sp. GLH187', 'tax_id': 3074092}	Complete Genome	1	2661770	1	2661770	2661770	53.5	641.5	GCF_031583395.1-RS_2024_11_06					0	0	GCF_031583395.1	True	True
GCF_031583415.1	{'infraspecific_names': {'strain': 'GLH333'}, 'organism_name': 'Thermosynechococcus sp. GLH333', 'tax_id': 3074093}	Complete Genome	1	2661840	1	2661840	2661840	53.5	335.6	GCF_031583415.1-RS_2024_11_06					0	0	GCF_031583415.1	True	True
GCF_031583435.1	{'infraspecific_names': {'strain': 'GLH87'}, 'organism_name': 'Thermosynechococcus sp. GLH87', 'tax_id': 3074094}	Complete Genome	1	2662047	1	2662047	2662047	53.5	463.2	GCF_031583435.1-RS_2024_11_06					0	0	GCF_031583435.1	True	True
GCF_023650955.1	{'infraspecific_names': {'strain': 'HN-54'}, 'organism_name': 'Thermosynechococcus sp. HN-54', 'tax_id': 2933959}	Complete Genome	1	2705963	1	2705963	2705963	53.0	2708.0	GCF_023650955.1-RS_2024_11_06					0	0	GCF_023650955.1	True	True
GCF_031583535.1	{'infraspecific_names': {'strain': 'HY591'}, 'organism_name': 'Thermosynechococcus sp. HY591', 'tax_id': 3074102}	Complete Genome	1	2676782	1	2676782	2676782	53.5	397.5	GCF_031583535.1-RS_2024_11_06					0	0	GCF_031583535.1	True	True
GCF_031583555.1	{'infraspecific_names': {'strain': 'HY593'}, 'organism_name': 'Thermosynechococcus sp. HY593', 'tax_id': 3074103}	Complete Genome	1	2676543	1	2676543	2676543	53.5	280.5	GCF_031583555.1-RS_2024_11_06					0	0	GCF_031583555.1	True	True
GCF_030518715.1	{'infraspecific_names': {'strain': 'HY596'}, 'organism_name': 'Thermosynechococcus sp. HY596', 'tax_id': 3058430}	Complete Genome	1	2676782	1	2676782	2676782	53.5	594.5	GCF_030518715.1-RS_2024_11_06					0	0	GCF_030518715.1	True	True
GCF_031583475.1	{'infraspecific_names': {'strain': 'JY1331'}, 'organism_name': 'Thermosynechococcus sp. JY1331', 'tax_id': 3074098}	Complete Genome	1	2677418	1	2677418	2677418	53.5	793.8	GCF_031583475.1-RS_2024_11_06					0	0	GCF_031583475.1	True	True
GCF_030518735.1	{'infraspecific_names': {'strain': 'JY1339'}, 'organism_name': 'Thermosynechococcus sp. JY1339', 'tax_id': 3058431}	Complete Genome	1	2677487	1	2677487	2677487	53.5	489.8	GCF_030518735.1-RS_2024_11_06					0	0	GCF_030518735.1	True	True
GCF_031583255.1	{'infraspecific_names': {'strain': 'PKX82'}, 'organism_name': 'Thermosynechococcus sp. PKX82', 'tax_id': 3074086}	Complete Genome	1	2658951	1	2658951	2658951	53.5	448.9	GCF_031583255.1-RS_2024_11_06					0	0	GCF_031583255.1	True	True
GCF_031583315.1	{'infraspecific_names': {'strain': 'PKX91'}, 'organism_name': 'Thermosynechococcus sp. PKX91', 'tax_id': 3074087}	Complete Genome	1	2645572	1	2645572	2645572	53.5	490.6	GCF_031583315.1-RS_2024_11_06					0	0	GCF_031583315.1	True	True
GCF_031583295.1	{'infraspecific_names': {'strain': 'PKX95'}, 'organism_name': 'Thermosynechococcus sp. PKX95', 'tax_id': 3074088}	Complete Genome	1	2645596	1	2645596	2645596	53.5	453.5	GCF_031583295.1-RS_2024_11_06					0	0	GCF_031583295.1	True	True
GCF_031583185.1	{'infraspecific_names': {'strain': 'PP22'}, 'organism_name': 'Thermosynechococcus sp. PP22', 'tax_id': 3074082}	Complete Genome	1	2653500	1	2653500	2653500	53.5	542.5	GCF_031583185.1-RS_2024_11_06					0	0	GCF_031583185.1	True	True
GCF_030518695.1	{'infraspecific_names': {'strain': 'PP45'}, 'organism_name': 'Thermosynechococcus sp. PP45', 'tax_id': 3058429}	Complete Genome	2	2699981	2	2699981	2702314	53.5	490.2	GCF_030518695.1-RS_2024_11_06					0	0	GCF_030518695.1	True	True
GCF_031583205.1	{'infraspecific_names': {'strain': 'PP551'}, 'organism_name': 'Thermosynechococcus sp. PP551', 'tax_id': 3074084}	Complete Genome	1	2699585	1	2699585	2699585	53.5	523.7	GCF_031583205.1-RS_2024_11_06					0	0	GCF_031583205.1	True	True
GCF_031583225.1	{'infraspecific_names': {'strain': 'PP555'}, 'organism_name': 'Thermosynechococcus sp. PP555', 'tax_id': 3074085}	Complete Genome	1	2699735	1	2699735	2699735	53.5	572.6	GCF_031583225.1-RS_2024_11_06					0	0	GCF_031583225.1	True	True
GCF_031586415.1	{'infraspecific_names': {'strain': 'QKsg1'}, 'organism_name': 'Thermosynechococcus sp. QKsg1', 'tax_id': 3074130}	Complete Genome	1	2657882	1	2657882	2657882	53.5	2114.2	GCF_031586415.1-RS_2024_11_06					0	0	GCF_031586415.1	True	True
GCF_031583515.1	{'infraspecific_names': {'strain': 'QS41'}, 'organism_name': 'Thermosynechococcus sp. QS41', 'tax_id': 3074101}	Complete Genome	1	2660027	1	2660027	2660027	53.5	1070.5	GCF_031583515.1-RS_2024_11_06					0	0	GCF_031583515.1	True	True
GCF_017086385.1	{'infraspecific_names': {'strain': 'TA-1'}, 'organism_name': 'Thermosynechococcus sp. TA-1', 'tax_id': 2813673}	Complete Genome	1	2658717	1	2658717	2658717	53.5	274.0	GCF_017086385.1-RS_2024_11_06					0	0	GCF_017086385.1	True	True
GCF_031583455.1	{'infraspecific_names': {'strain': 'TG215'}, 'organism_name': 'Thermosynechococcus sp. TG215', 'tax_id': 3074095}	Complete Genome	1	2668121	1	2668121	2668121	53.5	494.1	GCF_031583455.1-RS_2024_11_06					0	0	GCF_031583455.1	True	True
GCF_031583495.1	{'infraspecific_names': {'strain': 'TG218'}, 'organism_name': 'Thermosynechococcus sp. TG218', 'tax_id': 3074096}	Complete Genome	1	2670884	1	2670884	2670884	53.5	553.5	GCF_031583495.1-RS_2024_11_06					0	0	GCF_031583495.1	True	True
GCF_031583335.1	{'infraspecific_names': {'strain': 'WL11'}, 'organism_name': 'Thermosynechococcus sp. WL11', 'tax_id': 3074089}	Complete Genome	1	2645738	1	2645738	2645738	53.5	534.6	GCF_031583335.1-RS_2024_11_06					0	0	GCF_031583335.1	True	True
GCF_031583375.1	{'infraspecific_names': {'strain': 'WL15'}, 'organism_name': 'Thermosynechococcus sp. WL15', 'tax_id': 3074090}	Complete Genome	1	2645741	1	2645741	2645741	53.5	658.3	GCF_031583375.1-RS_2024_11_06					0	0	GCF_031583375.1	True	True
GCF_031583355.1	{'infraspecific_names': {'strain': 'WL17'}, 'organism_name': 'Thermosynechococcus sp. WL17', 'tax_id': 3074091}	Complete Genome	1	2645660	1	2645660	2645660	53.5	468.5	GCF_031583355.1-RS_2024_11_06					0	0	GCF_031583355.1	True	True
GCF_000011345.1	{'infraspecific_names': {'strain': 'BP-1'}, 'organism_name': 'Thermosynechococcus vestitus BP-1', 'tax_id': 197221}	Complete Genome	1	2593857	1	2593857	2593857	54.0		GCF_000011345.1-RS_2025_04_07					0	0	GCF_000011345.1	True	True
GCF_025677855.1	{'infraspecific_names': {'strain': 'PCC 7601'}, 'organism_name': 'Tolypothrix sp. PCC 7601', 'tax_id': 1188}	Complete Genome	15	9038614	15	9038614	10128441	40.5	100.0	GCF_025677855.1-RS_2025_01_18					0	0	GCF_025677855.1	True	True
GCF_025860405.1	{'infraspecific_names': {'strain': 'PCC 7712'}, 'organism_name': 'Tolypothrix sp. PCC 7712', 'tax_id': 2596898}	Complete Genome	16	9007860	16	9007860	10115897	40.5	160.0	GCF_025860405.1-RS_2025_02_01					0	0	GCF_025860405.1	True	True
GCF_011769525.1	{'infraspecific_names': {'strain': 'PCC 7910'}, 'organism_name': 'Tolypothrix sp. PCC 7910', 'tax_id': 2099387}	Complete Genome	7	8479123	7	8479123	8761534	40.5	30.0	GCF_011769525.1-RS_2024_08_25					0	0	GCF_011769525.1	True	True
GCF_000014265.1	{'infraspecific_names': {'strain': 'IMS101'}, 'organism_name': 'Trichodesmium erythraeum IMS101', 'tax_id': 203124}	Complete Genome	1	7750108	1	7750108	7750108	34.0		GCF_000014265.1-RS_2024_08_16					0	0	GCF_000014265.1	True	True
GCF_009856605.1	{'infraspecific_names': {'strain': '0441'}, 'organism_name': 'Trichormus variabilis 0441', 'tax_id': 375899}	Complete Genome	5	6377767	5	6377767	7096012	41.5	212.0	GCF_009856605.1-RS_2025_05_21					0	0	GCF_009856605.1	True	True
GCF_000204075.1	{'infraspecific_names': {'strain': 'ATCC 29413'}, 'organism_name': 'Trichormus variabilis ATCC 29413', 'tax_id': 240292}	Complete Genome	5	6365727	5	6365727	7105752	41.5		GCF_000204075.1-RS_2025_01_23					0	0	GCF_000204075.1	True	True
GCF_026240635.1	{'infraspecific_names': {'strain': 'B231'}, 'organism_name': 'Trichothermofontia sichuanensis B231', 'tax_id': 2016064}	Complete Genome	1	4436989	1	4436989	4436989	54.0	387.0	GCF_026240635.1-RS_2025_11_20					0	0	GCF_026240635.1	True	True
